2025-12-13 15:31:10,097 INFO  Logger.cs: 70 - 
--------------------------------------------------------------------------------
2025-12-13 15:31:10,123 INFO  Logger.cs: 71 - Logging commencing for SW2URDF exporter
2025-12-13 15:31:10,124 INFO  Logger.cs: 73 - Commit version 1.6.0-4-g7f85cfe
2025-12-13 15:31:10,125 INFO  Logger.cs: 74 - Build version 1.6.7995.38578
2025-12-13 15:31:10,143 INFO  SwAddin.cs: 192 - Attempting to connect to SW
2025-12-13 15:31:10,144 INFO  SwAddin.cs: 197 - Setting up callbacks
2025-12-13 15:31:10,144 INFO  SwAddin.cs: 201 - Setting up command manager
2025-12-13 15:31:10,145 INFO  SwAddin.cs: 204 - Adding command manager
2025-12-13 15:31:10,147 INFO  SwAddin.cs: 263 - Adding Assembly export to file menu
2025-12-13 15:31:10,148 INFO  SwAddin.cs: 272 - Adding Part export to file menu
2025-12-13 15:31:10,148 INFO  SwAddin.cs: 210 - Adding event handlers
2025-12-13 15:31:10,312 INFO  SwAddin.cs: 217 - Connecting plugin to SolidWorks
2025-12-13 16:53:25,738 INFO  SwAddin.cs: 294 - Assembly export called for file AMR_COBOT
2025-12-13 16:53:25,741 INFO  SwAddin.cs: 299 - Save is required
2025-12-13 16:53:25,742 INFO  SwAddin.cs: 313 - Saving assembly
2025-12-13 16:53:32,658 INFO  SwAddin.cs: 316 - Opening property manager
2025-12-13 16:53:32,824 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from AMR_COBOT
2025-12-13 16:53:32,863 INFO  ExportHelperExtension.cs: 1136 - Found 123 in AMR_COBOT
2025-12-13 16:53:32,864 INFO  ExportHelperExtension.cs: 1145 - Found 17 features of type [CoordSys] in AMR_COBOT
2025-12-13 16:53:32,865 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2025-12-13 16:53:32,867 INFO  ExportHelperExtension.cs: 1160 - 17 components to check
2025-12-13 16:53:32,869 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from RC10-3-1
2025-12-13 16:53:32,869 INFO  ExportHelperExtension.cs: 1136 - Found 26 in RC10-3-1
2025-12-13 16:53:32,870 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in RC10-3-1
2025-12-13 16:53:32,870 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from RC10-1-1
2025-12-13 16:53:32,871 INFO  ExportHelperExtension.cs: 1136 - Found 25 in RC10-1-1
2025-12-13 16:53:32,871 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in RC10-1-1
2025-12-13 16:53:32,871 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from RC10-2-1
2025-12-13 16:53:32,872 INFO  ExportHelperExtension.cs: 1136 - Found 27 in RC10-2-1
2025-12-13 16:53:32,872 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in RC10-2-1
2025-12-13 16:53:32,873 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from RC10-4-1
2025-12-13 16:53:32,873 INFO  ExportHelperExtension.cs: 1136 - Found 26 in RC10-4-1
2025-12-13 16:53:32,874 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in RC10-4-1
2025-12-13 16:53:32,874 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from RC10-5-1
2025-12-13 16:53:32,875 INFO  ExportHelperExtension.cs: 1136 - Found 30 in RC10-5-1
2025-12-13 16:53:32,875 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in RC10-5-1
